t_day,t_month,t_year,Genre,views,likes,dislikes,comment_count
3,3,3,Music,6891734,400420,18159,36025
13,13,13,Music,6345613,172044,1879,12909
2,2,2,Comedy,41378,1679,17,323
8,8,8,Pets & Animals,6187457,178243,3886,44063
5,5,5,Howto & Style,1281002,74074,1208,50319
6,6,6,Entertainment,77452,5359,98,1217
6,6,6,Music,1695280,66687,605,11415
5,5,5,People & Blogs,3848009,166757,2079,13175
27,27,27,Entertainment,5249452,35844,3229,7219
7,7,7,Entertainment,2525116,227103,4866,16754
14,14,14,Entertainment,4444686,221365,3505,13504
4,4,4,People & Blogs,218186,7773,230,470
6,6,6,Howto & Style,3100935,203911,6282,47173
9,9,9,Sports,399939,569,60,160
6,6,6,Science & Technology,771612,20890,158,2406
23,23,23,Sports,14183631,142619,13696,74964
7,7,7,Sports,25235767,493804,49040,42732
1,1,1,People & Blogs,280065,20289,38,939
7,7,7,People & Blogs,275230,24095,135,1050
1,1,1,News & Politics,84428,557,53,363
11,11,11,Entertainment,2837732,28391,1962,8620
5,5,5,Entertainment,46966,497,37,196
12,12,12,People & Blogs,575392,27734,1429,2090
6,6,6,People & Blogs,220164,13681,207,2397
5,5,5,People & Blogs,152598,7530,113,485
11,11,11,Music,17624672,2162749,18342,227648
14,14,14,Music,123010920,5613827,206892,1228655
13,13,13,Music,12709520,1817699,11949,156793
2,2,2,Music,8753550,1431724,6335,125168
7,7,7,Music,36857298,2729292,47896,546100
6,6,6,Music,7475081,1035003,4901,86912
3,3,3,Music,5414339,571108,1976,32400
9,9,9,Music,29741771,2700800,29341,371864
5,5,5,Music,1381523,158372,623,14289
1,1,1,Entertainment,774304,73791,627,6770
5,5,5,Entertainment,4005642,194147,4453,21655
9,9,9,Entertainment,1226948,97093,668,7586
25,25,25,People & Blogs,8259128,645888,4052,62610
8,8,8,Music,1954026,235893,1220,14946
8,8,8,Music,2623238,119787,1975,10218
11,11,11,Music,2179222,216640,1093,19149
3,3,3,Entertainment,2612315,158766,1577,8528
6,6,6,Music,1319753,223647,850,12482
5,5,5,People & Blogs,115838,14621,293,966
6,6,6,Howto & Style,90923,3722,192,563
7,7,7,Howto & Style,295189,13986,265,1409
6,6,6,Comedy,371024,20419,1108,1463
4,4,4,Pets & Animals,68885,2820,24,216
2,2,2,Pets & Animals,165612,600,9,55
2,2,2,People & Blogs,49915,386,11,29
3,3,3,Entertainment,39595,228,6,26
27,27,27,Music,18658825,442316,16986,42438
5,5,5,Sports,1108366,6294,275,1218
3,3,3,Howto & Style,86380,4535,60,496
5,5,5,Howto & Style,336861,9751,248,475
12,12,12,Science & Technology,3136465,50778,5860,6493
3,3,3,News & Politics,835,9,5,0
15,15,15,Entertainment,983181,30918,704,2084
13,13,13,Sports,573567,4158,312,805
5,5,5,News & Politics,77788,501,33,170
6,6,6,Film & Animation,134146,1515,113,571
3,3,3,Pets & Animals,32558,1217,78,116
7,7,7,Comedy,25373,177,23,43
1,1,1,Film & Animation,12609,40,79,17
2,2,2,Music,797436,29425,585,1497
6,6,6,Education,251174,16962,76,733
4,4,4,Entertainment,629166,8985,463,1030
5,5,5,People & Blogs,245641,7805,84,583
7,7,7,Comedy,1752883,137210,1198,6341
5,5,5,Gaming,3659746,155591,26049,39230
6,6,6,People & Blogs,896921,5066,417,1355
13,13,13,Entertainment,1734598,50493,460,2521
10,10,10,People & Blogs,1094084,12550,1352,1908
4,4,4,Gaming,954743,18884,273,1103
3,3,3,Howto & Style,1559974,58231,756,3547
5,5,5,Science & Technology,38307,768,69,71
3,3,3,Music,426394,29397,443,1449
3,3,3,Music,577937,32336,502,1495
11,11,11,Music,11415161,88781,3586,3091
1,1,1,Music,324964,23709,292,1645
4,4,4,Music,390562,20538,581,1067
7,7,7,Music,499979,9479,485,680
20,20,20,Music,139334502,1425496,119798,83941
5,5,5,Entertainment,8154,84,2,3
7,7,7,Entertainment,364741,26937,614,3196
4,4,4,Howto & Style,317658,10840,349,1742
6,6,6,Science & Technology,90179,587,755,352
7,7,7,People & Blogs,151742,9245,72,1330
3,3,3,Education,12027,649,7,77
1,1,1,Entertainment,69199,4237,15,220
4,4,4,Music,86897,469,4,106
2,2,2,News & Politics,48130,271,10,71
6,6,6,People & Blogs,758192,26629,282,823
1,1,1,Entertainment,388955,11037,107,278
2,2,2,News & Politics,376291,13256,234,959
5,5,5,Comedy,1757705,69586,1142,4034
6,6,6,Music,284598,12749,714,721
2,2,2,Sports,1267977,2028,304,1586
14,14,14,People & Blogs,425636,17124,329,1909
8,8,8,Film & Animation,99066,398,6,84
5,5,5,Sports,1146392,6789,1038,2081
6,6,6,Sports,180184,628,177,217
3,3,3,Sports,938538,7882,437,1277
5,5,5,Sports,14657,89,5,36
16,16,16,Sports,1359328,9011,547,4545
2,2,2,Entertainment,2449920,49060,908,1992
8,8,8,Entertainment,414854,16969,205,1075
4,4,4,Music,2390558,41016,1642,977
9,9,9,Entertainment,1270251,26596,348,1691
4,4,4,Entertainment,6535720,16788,4312,5000
3,3,3,Howto & Style,937309,17167,1445,2043
6,6,6,Howto & Style,622235,9843,1023,1485
5,5,5,Sports,1131500,10074,358,802
6,6,6,Pets & Animals,876890,36083,485,4480
4,4,4,Entertainment,22942,150,2,4
5,5,5,Science & Technology,145213,4314,435,3769
14,14,14,Comedy,1973349,70489,1076,3714
5,5,5,Sports,1691529,14149,434,1275
3,3,3,Sports,101289,1767,33,224
3,3,3,Sports,153186,1395,72,185
6,6,6,People & Blogs,496856,31003,199,9118
9,9,9,Pets & Animals,834551,15011,606,839
3,3,3,Sports,1927025,31492,1550,2680
4,4,4,Entertainment,986554,15187,199,518
1,1,1,Sports,524384,9049,125,541
8,8,8,Sports,100291,589,78,183
9,9,9,Sports,8930421,360921,3798,18243
5,5,5,Howto & Style,992396,54016,1648,4620
9,9,9,Entertainment,1371599,13303,875,909
9,9,9,Comedy,1314784,17291,3954,1704
2,2,2,Howto & Style,75770,1247,16,56
4,4,4,Entertainment,29305,75,12,12
6,6,6,Film & Animation,44879,1749,155,219
9,9,9,People & Blogs,350226,12727,697,1477
9,9,9,Comedy,477269,19055,192,1217
7,7,7,Gaming,2894540,36922,2753,4251
4,4,4,Howto & Style,238483,7894,81,778
17,17,17,Sports,603868,15155,196,783
6,6,6,Sports,36414,125,16,40
2,2,2,People & Blogs,92327,182,45,0
4,4,4,Entertainment,702317,12602,263,709
14,14,14,Comedy,1441446,13468,335,314
6,6,6,Entertainment,1426446,14885,749,746
17,17,17,Music,9208165,308653,3070,10677
19,19,19,Music,4444601,141080,1480,6188
1,1,1,Entertainment,2841864,55049,2432,4420
4,4,4,Entertainment,426322,4372,137,473
1,1,1,Entertainment,990016,14361,2239,4567
8,8,8,Comedy,57035,762,63,120
9,9,9,People & Blogs,802092,19983,1058,1071
7,7,7,Howto & Style,887547,26592,505,1910
12,12,12,Entertainment,1271072,46786,1145,2521
16,16,16,Entertainment,1214600,35378,738,1763
9,9,9,Entertainment,1572313,44804,888,3395
9,9,9,Entertainment,1499698,38757,952,3678
9,9,9,Entertainment,1180413,29897,433,2199
3,3,3,Comedy,8659,72,4,8
5,5,5,Entertainment,620118,3299,60,249
2,2,2,Pets & Animals,467804,19962,268,953
6,6,6,Music,175842,10411,133,505
7,7,7,Pets & Animals,760120,13599,1495,3693
7,7,7,Howto & Style,2568313,135207,3650,17920
6,6,6,Comedy,165099,16661,518,2451
2,2,2,Entertainment,1776191,21783,1286,2426
1,1,1,Entertainment,391639,7307,84,594
2,2,2,Entertainment,486240,7073,174,637
2,2,2,Entertainment,413615,6413,104,586
2,2,2,Entertainment,433758,5407,108,724
3,3,3,Entertainment,847817,20217,268,1639
1,1,1,Entertainment,239087,4299,178,990
2,2,2,Film & Animation,54360,3176,145,389
2,2,2,Entertainment,55929,1613,24,200
7,7,7,Entertainment,3944791,106103,1709,6264
7,7,7,Entertainment,1392693,43578,3085,2491
7,7,7,Entertainment,84137,2303,132,617
9,9,9,Entertainment,3745968,50925,5906,4846
7,7,7,Entertainment,36346,1310,44,483
1,1,1,Entertainment,48523,1248,79,395
20,20,20,Entertainment,460011,20216,269,957
7,7,7,Entertainment,602853,27880,226,1551
6,6,6,Entertainment,84173,2424,147,683
4,4,4,Entertainment,58643,1908,58,459
5,5,5,Howto & Style,266142,10697,389,1035
1,1,1,Entertainment,163780,826,10,167
2,2,2,Sports,149770,1577,41,432
14,14,14,Music,3770674,36119,1996,1722
1,1,1,Entertainment,340348,5474,372,653
1,1,1,Entertainment,310972,29163,2001,4885
3,3,3,Entertainment,1382900,23250,6010,4566
6,6,6,Music,156494,5422,87,622
15,15,15,Entertainment,2288043,39996,1591,4929
15,15,15,Howto & Style,8261252,364224,6710,25064
7,7,7,Entertainment,1933415,43809,1500,6974
5,5,5,Howto & Style,123174,4393,76,754
6,6,6,Science & Technology,159322,5490,291,811
3,3,3,Entertainment,490636,5054,694,498
7,7,7,Howto & Style,1277105,33039,1491,2035
5,5,5,Education,18330,1178,6,54
6,6,6,Comedy,1924405,251227,797,18021
6,6,6,Entertainment,5053825,14222,1490,2424
5,5,5,Howto & Style,1043202,42380,768,5825
28,28,28,Film & Animation,13619534,347100,6923,19977
4,4,4,Comedy,249264,5293,517,463
9,9,9,Music,406252,14826,441,1390
16,16,16,Comedy,702334,9726,291,211
11,11,11,Sports,22233274,848043,15147,37216
5,5,5,People & Blogs,38479,2656,22,305
1,1,1,Sports,1095157,4520,401,807
3,3,3,Entertainment,59043,1935,133,594
6,6,6,Pets & Animals,392655,15281,299,479
17,17,17,Comedy,1724379,26040,1436,1570
11,11,11,Music,2051675,34516,2380,6514
7,7,7,News & Politics,1363711,9025,17324,12390
4,4,4,Entertainment,400593,12801,163,1069
9,9,9,Howto & Style,448169,11239,156,1207
7,7,7,Howto & Style,300715,9789,118,837
6,6,6,Howto & Style,469539,9372,238,1035
15,15,15,Entertainment,751366,23143,671,2277
1,1,1,News & Politics,8411,71,69,158
6,6,6,Entertainment,5564576,46351,2295,2861
14,14,14,Comedy,489735,5298,599,364
4,4,4,Howto & Style,433320,12507,219,1415
8,8,8,Howto & Style,352742,11503,214,1239
3,3,3,Sports,41159,658,13,169
4,4,4,Science & Technology,3329,96,1,11
5,5,5,Howto & Style,47313,2582,39,325
8,8,8,Pets & Animals,121157,1951,110,188
7,7,7,Music,678475,13892,397,394
7,7,7,Sports,2822715,61500,1572,5610
3,3,3,Travel & Events,76351,5508,29,345
13,13,13,Entertainment,498613,8772,318,731
2,2,2,Film & Animation,294003,7548,49,129
7,7,7,Film & Animation,37346,0,0,0
5,5,5,Music,1329689,47497,1170,5787
7,7,7,Film & Animation,355961,7034,879,1089
22,22,22,News & Politics,8304593,70922,11172,7966
1,1,1,Science & Technology,8177,491,3,105
8,8,8,Comedy,1607810,39699,2268,1847
7,7,7,News & Politics,137034,1265,1008,1756
13,13,13,Music,3042366,33947,1244,626
4,4,4,Music,103901,3834,123,165
2,2,2,News & Politics,173696,766,196,1216
1,1,1,Entertainment,27010,1666,36,150
2,2,2,Entertainment,300313,7198,615,1104
8,8,8,Music,475296,4504,2774,2232
6,6,6,People & Blogs,473593,13738,539,1176
11,11,11,Entertainment,735189,13364,488,1064
4,4,4,Sports,5103093,64177,3885,6778
7,7,7,News & Politics,63358,316,97,0
5,5,5,Film & Animation,1667408,51184,378,3404
7,7,7,Music,57951412,1919583,73239,133601
8,8,8,Music,840651,28945,597,1587
6,6,6,Music,1383902,13688,3211,2486
8,8,8,Music,18241671,396450,16969,23622
2,2,2,Pets & Animals,9443,316,3,23
7,7,7,Entertainment,19669098,33575,9632,3548
1,1,1,Entertainment,258506,459,152,82
5,5,5,Entertainment,9293828,20467,5000,3240
2,2,2,Entertainment,199041,1415,121,62
2,2,2,People & Blogs,5013,8,1,1
9,9,9,People & Blogs,11383684,132635,8302,13841
17,17,17,People & Blogs,2149621,16996,1574,1957
10,10,10,Music,1096158,37616,1641,2807
5,5,5,People & Blogs,2084134,81078,971,4359
9,9,9,Film & Animation,19864779,228670,16420,46318
12,12,12,Entertainment,1434219,23054,3413,6532
8,8,8,Entertainment,4003530,119341,9363,20414
9,9,9,News & Politics,1112617,11645,362,1943
1,1,1,Education,298666,21524,90,1912
1,1,1,Howto & Style,29124,534,24,157
11,11,11,Music,143097,2070,236,87
6,6,6,Comedy,281927,8237,251,259
13,13,13,Comedy,3290220,150621,4161,10751
21,21,21,Comedy,3388958,162795,3576,15424
4,4,4,Howto & Style,272576,26126,144,1961
7,7,7,Music,214028,19064,141,1423
7,7,7,Music,1272955,60978,1401,4316
1,1,1,News & Politics,8486,30,4,0
3,3,3,Sports,350069,13360,98,489
4,4,4,Entertainment,1431462,29689,943,3617
4,4,4,Howto & Style,123372,6336,84,464
13,13,13,Entertainment,222932,11108,178,606
1,1,1,News & Politics,11300,95,18,112
5,5,5,Entertainment,1317400,74473,1123,4668
5,5,5,Howto & Style,268343,14304,343,1117
3,3,3,Howto & Style,538180,31342,414,2527
1,1,1,Science & Technology,9454,267,36,43
3,3,3,Science & Technology,401678,12542,218,878
6,6,6,Autos & Vehicles,73213,356,114,94
5,5,5,Sports,53812,423,34,334
5,5,5,Howto & Style,133022,4995,238,1138
12,12,12,Entertainment,671611,14824,881,1708
4,4,4,Howto & Style,56071,3074,51,273
7,7,7,Entertainment,3322855,79652,1543,7999
1,1,1,Entertainment,38355,2920,26,372
4,4,4,Howto & Style,537545,34058,365,2845
3,3,3,Comedy,1507254,85731,1318,10439
11,11,11,Entertainment,812300,17486,3339,2225
10,10,10,Comedy,3999438,104009,6930,8495
5,5,5,Comedy,1199560,62338,474,27594
4,4,4,Pets & Animals,26673,2102,4,228
4,4,4,Howto & Style,33317,1715,37,199
6,6,6,Comedy,132189,8215,103,508
6,6,6,Music,435619,11177,446,1013
14,14,14,Music,607765,11866,458,780
1,1,1,Music,30260,1769,20,65
1,1,1,News & Politics,1297140,10892,1511,11461
3,3,3,People & Blogs,34324,240,194,739
6,6,6,Film & Animation,70177,3109,62,651
14,14,14,Entertainment,2114478,49033,1994,7008
12,12,12,Entertainment,2403767,110163,3862,29828
12,12,12,Entertainment,1255834,21773,3880,18299
8,8,8,Entertainment,4919175,135420,9449,22937
15,15,15,Entertainment,3326832,79848,4999,21726
3,3,3,Howto & Style,92533,3725,147,183
7,7,7,Entertainment,1275330,168189,3107,22931
7,7,7,Comedy,835472,40769,9065,9555
7,7,7,Comedy,4605055,496499,3622,81051
2,2,2,Comedy,3411173,277250,4991,28200
14,14,14,Howto & Style,248880,10385,546,1066
17,17,17,Entertainment,2297986,112989,1516,2848
1,1,1,Howto & Style,607422,26166,895,3517
4,4,4,Entertainment,6461082,70438,4600,8690
3,3,3,Sports,5938439,1121217,4360,83660
7,7,7,Science & Technology,1031489,20752,891,3099
4,4,4,Science & Technology,921172,23938,482,1803
3,3,3,Entertainment,2564760,4639,558,1208
3,3,3,Education,50371,1633,44,117
6,6,6,Howto & Style,592107,30295,542,2854
7,7,7,Music,132580,3480,165,462
1,1,1,People & Blogs,2734361,58264,1265,3625
4,4,4,People & Blogs,1548378,32349,544,1439
6,6,6,News & Politics,16210,75,10,0
3,3,3,News & Politics,11851,139,9,64
5,5,5,News & Politics,3195,8,3,12
1,1,1,Entertainment,245996,15951,442,903
15,15,15,Music,2592351,49716,579,979
5,5,5,Music,2565333,96031,789,3856
22,22,22,Music,9912584,151941,1853,4716
4,4,4,Music,1728219,80272,425,1846
5,5,5,Music,7055170,291884,2715,9221
7,7,7,Music,784820,30011,283,1076
10,10,10,Music,1929441,39940,6346,3069
12,12,12,Music,30061253,510475,15489,12134
21,21,21,Music,71017021,828626,36928,26279
9,9,9,Music,407199,5910,549,322
5,5,5,Music,980944,8335,2517,5304
21,21,21,Pets & Animals,5985284,33243,4899,16703
1,1,1,People & Blogs,486328,5743,884,744
2,2,2,People & Blogs,639517,6692,3530,1082
5,5,5,Music,533105,45076,443,2977
5,5,5,Music,10698770,479666,9690,29516
1,1,1,Music,5476737,286268,4083,12254
1,1,1,Comedy,1881309,95216,3533,7689
6,6,6,Music,425943,46469,349,1003
9,9,9,Music,2467424,201742,2723,13761
16,16,16,Music,27784769,797015,27154,51147
2,2,2,Music,6810173,373538,5228,27732
5,5,5,Music,4609321,309865,2792,22949
6,6,6,Music,3742064,155330,1583,7073
3,3,3,Music,1354030,57838,512,1257
1,1,1,Comedy,953710,90462,1372,7389
6,6,6,Entertainment,17737,684,27,31
6,6,6,Entertainment,1011961,0,0,0
6,6,6,Entertainment,319454,11248,209,800
11,11,11,Entertainment,735035,13218,810,1923
11,11,11,Entertainment,2239708,82672,687,3577
1,1,1,Music,254444,7119,195,863
3,3,3,Music,7095077,438470,6754,29178
2,2,2,Entertainment,461918,14478,135,956
1,1,1,Entertainment,59606,0,0,0
3,3,3,Entertainment,3598002,53461,1758,2768
13,13,13,Entertainment,3754719,67582,13207,10055
4,4,4,Entertainment,957937,31405,2767,3867
5,5,5,Music,4080130,111118,2450,5991
6,6,6,Education,1133408,17097,1750,3286
1,1,1,Howto & Style,888646,27167,520,1488
4,4,4,People & Blogs,220181,12096,263,4746
8,8,8,Entertainment,291502,11096,359,1196
11,11,11,Science & Technology,769460,8469,887,1465
12,12,12,Entertainment,389158,8265,286,1064
3,3,3,Comedy,1663506,79165,1879,36476
3,3,3,Howto & Style,392045,16668,500,1944
3,3,3,News & Politics,344792,1215,86,97
6,6,6,Sports,746691,19242,961,3055
1,1,1,Comedy,881266,43290,680,19656
8,8,8,Education,111619,4993,291,941
12,12,12,Education,679280,15914,495,1665
3,3,3,Sports,43426,309,33,47
6,6,6,Education,227384,11494,822,804
6,6,6,Sports,1597365,43308,474,2068
6,6,6,Education,432140,14188,172,992
5,5,5,Film & Animation,53227,2157,134,681
5,5,5,Entertainment,371531,11214,740,778
1,1,1,Entertainment,95697,3688,265,286
7,7,7,Entertainment,6450575,227180,8210,11775
14,14,14,People & Blogs,17540613,380464,20697,29122
11,11,11,Entertainment,1240985,10920,2524,2619
6,6,6,Entertainment,1280410,23156,1336,2810
3,3,3,Entertainment,10523399,282075,6270,10352
15,15,15,Entertainment,619443,6665,1158,1321
6,6,6,Music,522522,9297,1216,3458
5,5,5,Entertainment,26921,204,431,322
2,2,2,Music,37022,391,26,54
2,2,2,Music,34390,365,24,50
6,6,6,Entertainment,27931,125,50,74
16,16,16,Music,94254507,1816753,102474,101077
12,12,12,Entertainment,1074385,24862,2755,4419
5,5,5,Music,1702293,32630,2071,4493
1,1,1,Music,544143,13051,822,2222
4,4,4,Entertainment,126634,4757,91,586
8,8,8,Comedy,1365087,25811,8876,6778
1,1,1,Comedy,137749,1145,61,131
1,1,1,Howto & Style,540149,14206,693,1211
5,5,5,Howto & Style,36113,1187,28,96
5,5,5,Music,28434,387,32,45
12,12,12,People & Blogs,4416751,63703,5533,4094
1,1,1,Music,3411,41,0,8
4,4,4,People & Blogs,24737,0,0,863
11,11,11,Entertainment,7701371,179872,2979,9206
16,16,16,Music,4409293,38910,2325,1512
21,21,21,Music,4808435,54340,3022,2885
6,6,6,Music,1632855,28427,1702,2002
15,15,15,Music,7441922,112910,6146,6276
1,1,1,News & Politics,529088,3198,317,915
17,17,17,Music,921062,2863,225,760
5,5,5,Howto & Style,3129042,136032,5108,12857
4,4,4,Film & Animation,49451,4666,92,447
9,9,9,Music,4737883,126973,2518,2822
5,5,5,News & Politics,170637,1660,100,537
3,3,3,Comedy,2058516,41248,580,1490
4,4,4,Entertainment,4174131,60869,1845,2591
17,17,17,Science & Technology,3321250,66486,2417,4602
3,3,3,Science & Technology,5597364,107171,7152,6890
8,8,8,Entertainment,4804118,960,26,123
1,1,1,Entertainment,141579,532,27,37
4,4,4,News & Politics,11312,54,12,70
7,7,7,Comedy,2952730,117504,4117,7050
15,15,15,Comedy,2411761,101226,2361,5602
3,3,3,Science & Technology,47178,1541,27,148
9,9,9,Pets & Animals,339517,11486,333,1254
14,14,14,Pets & Animals,541990,14625,567,1067
1,1,1,Pets & Animals,8394,46,9,25
19,19,19,Pets & Animals,4050988,64643,1848,7589
1,1,1,Comedy,114967,2783,54,201
1,1,1,Autos & Vehicles,4850,22,1,1
6,6,6,Entertainment,1591562,37894,1401,2296
11,11,11,Entertainment,1394264,35697,738,2561
14,14,14,Pets & Animals,491967,5412,180,341
7,7,7,Entertainment,188949,2201,297,758
2,2,2,Sports,107113,965,71,575
1,1,1,Entertainment,18108,155,20,10
6,6,6,News & Politics,30156,203,46,308
4,4,4,Comedy,900779,47602,1876,3929
1,1,1,News & Politics,84968,1396,400,961
6,6,6,News & Politics,97024,520,409,814
4,4,4,News & Politics,20263,365,40,38
1,1,1,People & Blogs,412812,5657,68,284
1,1,1,Entertainment,258110,6281,279,534
2,2,2,Comedy,688306,27672,701,2386
9,9,9,News & Politics,286804,10325,322,1209
2,2,2,Howto & Style,41523,1988,70,176
4,4,4,People & Blogs,392500,28183,387,2922
1,1,1,Entertainment,21046,1308,62,206
3,3,3,Music,40775,257,2,33
1,1,1,Howto & Style,55398,1170,22,336
4,4,4,Comedy,593679,7903,303,756
4,4,4,Comedy,951276,18315,363,1092
1,1,1,Entertainment,393742,11658,291,4863
8,8,8,Entertainment,1099860,37836,2435,11477
6,6,6,Music,210114,5845,196,393
6,6,6,Music,315505,18313,244,1020
4,4,4,Music,143696,3726,111,904
8,8,8,Entertainment,590126,4407,1341,515
7,7,7,Music,2003048,111598,1401,6108
29,29,29,Music,10565823,123054,2842,5746
2,2,2,Music,1249005,84753,1169,6397
10,10,10,Music,1095765,56438,1850,3663
4,4,4,Music,2462285,151390,1329,7128
11,11,11,Music,6848484,208955,3287,14325
11,11,11,Music,11979805,408461,6516,17964
5,5,5,Music,3976296,172739,2896,10518
5,5,5,Music,4763664,215294,1791,12077
4,4,4,Entertainment,733923,5508,830,615
7,7,7,Entertainment,702374,3151,5549,2509
2,2,2,Entertainment,627933,28580,340,444
3,3,3,Entertainment,523207,16261,1344,3898
7,7,7,Science & Technology,286574,2120,1926,6057
4,4,4,People & Blogs,213618,686,71,59
2,2,2,Howto & Style,1273655,26473,1380,3106
1,1,1,Entertainment,264975,5214,217,308
3,3,3,Comedy,227226,3053,1858,1274
6,6,6,Education,398058,17874,257,2103
7,7,7,Howto & Style,740043,32585,1043,4009
1,1,1,Sports,226800,2167,123,1137
4,4,4,News & Politics,1080992,33368,522,3616
25,25,25,Music,225211923,5023450,343541,517232
4,4,4,Entertainment,49947,479,64,28
6,6,6,Entertainment,3103985,65897,3370,5765
3,3,3,Comedy,960177,8660,586,532
5,5,5,Music,93591,3154,90,1353
5,5,5,Howto & Style,36476,4271,21,710
7,7,7,Entertainment,376194,1357,5089,2430
9,9,9,News & Politics,1041847,10932,1021,2181
1,1,1,Comedy,283899,4995,98,344
1,1,1,Sports,14513,124,3,13
7,7,7,Entertainment,62888,1510,62,177
8,8,8,Music,654210,19555,1766,1365
